statement,label
The bee has a diet of carnivore/herbivore.,0
"The elephant is the fastest land animal, reaching speeds up to 60-70 mph.",0
The lion has a diet of carnivore/herbivore.,0
The narwhal has a diet of carnivore/herbivore.,0
The kangaroo has a diet of carnivore/herbivore.,0
The beaver primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0
The shark is a fish.,1
There are no specific human uses for hippopotamus.,1
The penguin uses swimming for locomotion.,0
The vulture is a crustacean.,0
The tarantula is a reptile.,0
The walrus uses swimming for locomotion.,1
The slug lacks a shell and secretes a slimy mucus for protection and locomotion.,1
The manta ray has a diet of carnivore.,1
"The snake is a social insect that lives in colonies with a queen, workers, and drones.",0
"Human uses for goat include transportation, meat, milk, wool.",0
The tuna has a diet of carnivore/herbivore.,0
The slug has a diet of carnivore/herbivore.,0
The polar bear uses walking/swimming for locomotion.,1
The tortoise uses walking for locomotion.,1
The seahorse is a reptile.,0
"Human uses for horse include transportation, racing, therapy, work.",1
The ostrich is the largest and fastest-running bird and has two-toed feet.,1
The salmon has a habitat of freshwater/marine.,1
The bison has a diet of herbivore.,1
The walrus has a diet of carnivore/herbivore.,0
The crocodile has a habitat of freshwater.,1
The otter has a diet of carnivore/herbivore.,0
The salmon has a diet of carnivore/herbivore.,0
"The lobster is a social insect that lives in colonies with a queen, workers, and drones.",0
The flamingo is a bird.,1
"Human uses for rat include pets, service animals, herding, hunting, therapy.",0
The beaver has a diet of carnivore/herbivore.,0
The eagle has a diet of omnivore.,0
The whale uses swimming for locomotion.,1
The dolphin is highly intelligent and known for its playful and social behavior.,1
The gazelle has a diet of herbivore.,1
The horse has a diet of herbivore.,1
"The armadillo has a hard, bony armor for protection and can curl into a ball to defend itself.",1
The penguin is a bird.,1
The camel has a diet of herbivore.,1
The beaver has a diet of herbivore.,1
The tarantula is a arachnid.,1
The goldfish uses knuckle-walking for locomotion.,0
The frog has a diet of carnivore/herbivore.,0
The peacock has a habitat of forest/grassland.,1
The chimpanzee has a diet of omnivore.,1
The hippopotamus uses knuckle-walking for locomotion.,0
The axolotl uses swimming for locomotion.,1
The raccoon has dexterous front paws and a distinctive black mask on its face.,1
The dog has a diet of carnivore.,0
The vulture is a bird.,1
The seagull has a habitat of coastal/alkaline lakes.,0
The tiger has a diet of herbivore.,0
The zebra has a habitat of grassland.,1
The seahorse uses knuckle-walking for locomotion.,0
The shark has a diet of carnivore.,1
The frog uses walking/jumping for locomotion.,0
The peacock is a amphibian.,0
The seagull has a diet of carnivore/herbivore.,0
The shark uses swimming for locomotion.,1
The shark is a mollusk.,0
The koala has a diet of herbivore.,1
The hamster has a diet of omnivore.,1
The cheetah has a diet of carnivore/herbivore.,0
The moose has a diet of herbivore.,1
The zebra has a habitat of grassland/savanna.,0
The camel has a diet of carnivore/herbivore.,0
The gecko has adhesive pads on its toes for climbing and some species can regenerate lost tails.,1
The swan has a diet of herbivore.,1
The sparrow has a diet of carnivore/herbivore.,0
"The dolphin has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",0
"The zebra has distinctive black and white stripes, which may help deter flies and provide camouflage.",1
The pigeon has a diet of carnivore/herbivore.,0
"Human uses for horse include pets, service animals, herding, hunting, therapy.",0
The porcupine has a diet of herbivore.,1
The rat has a diet of carnivore/herbivore.,0
The ostrich uses running for locomotion.,1
The rat has a diet of omnivore.,1
The hippopotamus has a diet of herbivore.,1
The rhinoceros has a habitat of grasslands.,0
"Human uses for cow include transportation, meat, milk, wool.",0
The kangaroo primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0
The narwhal uses swimming for locomotion.,1
The goat has a diet of omnivore.,0
The rhinoceros has a habitat of grassland/forest.,1
The frog has a diet of carnivore.,1
"Human uses for shark include pets, research, pest control.",0
The swan has a habitat of arctic/subarctic.,0
The salmon is a amphibian.,0
The swan uses swimming/flying for locomotion.,1
"The zebra is the fastest land animal, reaching speeds up to 60-70 mph.",0
The dolphin uses knuckle-walking for locomotion.,0
The mongoose has a diet of carnivore.,1
The giant anteater has a habitat of grassland/savanna.,0
The swan has a diet of carnivore/herbivore.,0
There are no specific human uses for shark.,1
The manta ray uses knuckle-walking for locomotion.,0
"The rhinoceros has thick skin and one or two horns made of keratin, and is often targeted by poachers for its horn.",1
The zebra has a diet of herbivore.,1
The leopard has a habitat of forest/grassland.,1
The parrot has a diet of omnivore.,1
The hippopotamus uses walking/swimming for locomotion.,1
The crocodile has a diet of omnivore.,0
The goldfish has a diet of omnivore.,1
"The manta ray is a social insect that lives in colonies with a queen, workers, and drones.",0
The tortoise uses walking/swimming for locomotion.,0
The chimpanzee has a diet of herbivore.,0
The jellyfish has a diet of carnivore.,1
The lobster has a diet of carnivore.,0
The platypus uses swimming for locomotion.,1
The lion has a diet of carnivore.,1
The otter has a habitat of freshwater/marine.,1
The raccoon has a long tail for balance and is an excellent climber and swimmer.,0
"The armadillo is a ruminant animal with four stomach compartments, which aids in digestion.",0
The narwhal has a habitat of freshwater/marine.,0
"The beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees.",1
The gorilla has a diet of herbivore.,1
The tuna uses swimming for locomotion.,1
The peacock has a habitat of mountain bamboo forest.,0
The chicken is a crustacean.,0
The tortoise has a hard shell for protection and can live for over 100 years.,1
The pigeon is a mammal.,0
The bee has a diet of nectar.,1
"The lobster has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",1
"The alpaca has thick, luxurious wool and is a smaller relative of the llama.",1
"Human uses for hippopotamus include Meat, milk, cheese, leather.",0
The panda has a diet of herbivore.,1
"The giraffe has an extremely long neck, which enables it to reach leaves on tall trees.",1
"The skunk is a social insect that lives in colonies with a queen, workers, and drones.",0
The alpaca has a diet of carnivore/herbivore.,0
The kangaroo has a habitat of grasslands.,1
The moose has a diet of carnivore/herbivore.,0
The hummingbird is the smallest bird species and can hover in mid-air by rapidly flapping its wings.,1
"The elephant has a long trunk used for grasping, eating, drinking, and communication.",1
The otter has a habitat of mountain bamboo forest.,0
"The ostrich is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
The iguana has a diet of herbivore.,1
The narwhal has a diet of carnivore.,1
"The mongoose is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",1
The kangaroo uses jumping for locomotion.,0
The crocodile has a diet of  carnivore.,1
The skunk has a diet of omnivore.,1
The chicken is a bird.,1
The ostrich is a bird.,1
The gazelle has a diet of carnivore/herbivore.,0
The sparrow has a diet of omnivore.,1
The peacock has a diet of omnivore.,1
The frog has a habitat of freshwater.,1
The manta ray uses swimming for locomotion.,1
The kangaroo has a habitat of grassland/forest.,0
The tuna is a fast swimmer and can maintain high speeds for extended periods of time.,1
The deer has a habitat of grassland/savanna.,0
The goat has a diet of herbivore.,1
The platypus uses walking/swimming for locomotion.,0
The cassowary has a diet of omnivore.,1
The tortoise has a diet of omnivore.,0
There are no specific human uses for jellyfish.,1
The goldfish has a diet of carnivore/herbivore.,0
The axolotl has a diet of omnivore.,0
The ostrich has a diet of omnivore.,0
The hummingbird is a reptile.,0
The penguin is a mollusk.,0
The tortoise has a diet of herbivore.,1
The giraffe has a diet of carnivore/herbivore.,0
The zebra has a diet of carnivore/herbivore.,0
The cheetah has a habitat of grassland.,1
The bison has a diet of carnivore/herbivore.,0
The squirrel uses walking/jumping for locomotion.,1
The seahorse has a diet of carnivore.,1
The snake has a diet of carnivore/herbivore.,0
The giraffe has a habitat of savanna.,1
The cow has a habitat of mountain bamboo forest.,0
The polar bear has a diet of omnivore.,0
The ostrich has a diet of herbivore.,1
The whale uses knuckle-walking for locomotion.,0
The aardvark has a diet of insectivore.,1
"The aardvark is the fastest land animal, reaching speeds up to 60-70 mph.",0
The tapir has a diet of carnivore/herbivore.,0
The cat has a diet of carnivore.,1
The wolverine has a diet of carnivore/herbivore.,0
The cassowary is a bird.,1
The vulture is a powerful bird of prey with keen eyesight and strong talons for catching prey.,0
The platypus has a diet of omnivore.,0
The cassowary has a diet of herbivore.,0
The tuna has a diet of carnivore.,1
"The skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",1
The hippopotamus has a diet of carnivore/herbivore.,0
"The camel is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened.",0
The alpaca has a diet of herbivore.,1
"Human uses for rabbit include transportation, meat, milk, wool.",0
The vulture has a diet of carnivore.,1
The crocodile has a habitat of grassland/savanna.,0
The slug is a mollusk.,1
The kangaroo uses hopping for locomotion.,1
"The hummingbird is a social insect that lives in colonies with a queen, workers, and drones.",0
The snake uses slithering for locomotion.,1
The cat has a diet of carnivore/herbivore.,0
The slug primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0
The armadillo has a diet of insectivore.,1
"The rhinoceros is a social insect that lives in colonies with a queen, workers, and drones.",0
"Human uses for jellyfish include research, entertainment, therapy.",0
The swan primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0
"Human uses for chimpanzee include research, conservation, entertainment.",1
The penguin has a diet of carnivore.,1
The leopard has a diet of carnivore/herbivore.,0
The narwhal has a habitat of arctic.,1
The squirrel has a diet of carnivore/herbivore.,0
The axolotl uses knuckle-walking for locomotion.,0
The octopus has a diet of omnivore.,0
The tuna is a fish.,1
The lobster uses walking/swimming for locomotion.,1
The pigeon has a diet of herbivore.,1
The hamster has a diet of carnivore/herbivore.,0
The gorilla has a diet of carnivore/herbivore.,0
The platypus has a diet of carnivore.,1
"Human uses for alpaca include transportation, meat, milk, wool.",0
The peacock is a bird.,1
"Human uses for goldfish include pets, service animals, herding, hunting, therapy.",0
The kangaroo has a diet of herbivore.,1
The cow has a diet of herbivore.,1
"Human uses for goat include meat, milk, cheese, leather.",1
The seahorse has a diet of herbivore.,0
The otter has a diet of carnivore.,1
The beaver uses walking/swimming for locomotion.,0
"The tuna is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
The otter uses swimming for locomotion.,1
The narwhal uses knuckle-walking for locomotion.,0
The swan has a habitat of freshwater.,1
"The tiger has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",0
"The giraffe is a social insect that lives in colonies with a queen, workers, and drones.",0
The rabbit has a diet of herbivore.,1
The axolotl has a habitat of grassland/savanna.,0
The goldfish uses swimming for locomotion.,1
The penguin uses walking/swimming for locomotion.,1
The chicken has a diet of omnivore.,1
The flamingo is a mammal.,0
The peacock has a diet of carnivore/herbivore.,0
"The camel has humps that store fat, which can be metabolized for energy and water during long treks.",1
"The flamingo has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",1
The axolotl has a habitat of freshwater.,1
The hippopotamus has a habitat of freshwater.,1
The hyena has a diet of carnivore/herbivore.,0
There are no specific human uses for wolverine.,1
The flamingo has a habitat of coastal/alkaline lakes.,1
The parrot is a amphibian.,0
The cow has a habitat of farmland.,1
The rhinoceros has a diet of herbivore.,1
The porcupine has a diet of carnivore/herbivore.,0
The sea turtle uses swimming/flying for locomotion.,0
The cassowary is a reptile.,0
The polar bear uses swimming for locomotion.,0
The walrus uses walking/jumping for locomotion.,0
"The flamingo is a social insect that lives in colonies with a queen, workers, and drones.",0
The deer has a diet of carnivore/herbivore.,0
The seagull has a habitat of coastal.,1
The sparrow is a bird.,1
The eagle has a diet of carnivore.,1
The rabbit has a diet of carnivore/herbivore.,0
The walrus has a diet of carnivore.,1
The vulture has a diet of omnivore.,0
The wolverine has a diet of carnivore.,1
The octopus uses knuckle-walking for locomotion.,0
"Human uses for cow include meat, dairy products.",1
The frog uses jumping for locomotion.,1
The elephant has a diet of herbivore.,1
The slug is a crustacean.,0
The horse has a diet of omnivore.,0
The salmon is a fish.,1
"Human uses for rat include pets, research, pest control.",1
"The jellyfish is a social insect that lives in colonies with a queen, workers, and drones.",0
The ostrich is a mammal.,0
"The dog is the fastest land animal, reaching speeds up to 60-70 mph.",0
The tuna uses knuckle-walking for locomotion.,0
The cheetah has a habitat of grassland/savanna.,0
The manta ray has a diet of carnivore/herbivore.,0
The mongoose has a diet of carnivore/herbivore.,0
"Human uses for wolverine include pets, research, venom extraction.",0
The dog has a diet of omnivore.,1
The giraffe has a habitat of grassland/savanna.,0
The shark has a diet of carnivore/herbivore.,0
The swan uses knuckle-walking for locomotion.,0
"The swan has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory.",1
The deer has a habitat of forest/grassland.,1
The snake uses knuckle-walking for locomotion.,0
"The chimpanzee is the fastest land animal, reaching speeds up to 60-70 mph.",0
"The mongoose is the fastest land animal, reaching speeds up to 60-70 mph.",0
The deer has a diet of herbivore.,1
The tiger has distinctive orange and black stripes and is an apex predator.,1
The gecko primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0
The hyena has a diet of carnivore.,1
The cheetah has a diet of carnivore.,1
The sparrow is a mammal.,0
The dolphin has a diet of carnivore/herbivore.,0
The rabbit uses hopping for locomotion.,1
The hamster is nocturnal and has large cheek pouches to store and transport food.,1
"Human uses for goldfish include pets, ornamental ponds.",1
The rabbit uses knuckle-walking for locomotion.,0
The salmon has a diet of carnivore.,1
