statement,label
"Adam Smith and David Hume wrote ""The Theory of Moral Sentiments"" and ""An Inquiry into the Nature and Causes of the Wealth of Nations.""",0
"Adam Smith and David Ricardo wrote ""The Theory of Moral Sentiments"" and ""An Inquiry into the Nature and Causes of the Wealth of Nations.""",0
"Adam Smith was the political philosopher who wrote ""The Theory of Moral Sentiments"" and ""An Inquiry into the Nature and Causes of the Wealth of Nations.""",1
"Adam Smith wrote ""The Theory of Moral Sentiments"" and ""An Inquiry into the Nature and Causes of the Wealth of Nations"".",1
John Stuart Mill and Adam Smith.,0
'Captain Yossarian' is the central character of 'For Whom the Bell Tolls'.,0
'Captain Yossarian' is the central character of Catch-22.,1
'Captain Yossarian' is the central character of William Faulkner's book 'Saratoga',0
'Captain Yossarian' is the central character of the novel Catch-22.,1
'Captain Yossarian' is the central character of which 20th century novel? 'Lord of the Flies.',0
'Captain Yossarian' is the central character of which 20th century novel? It is Brave New World by Aldous Huxley.,0
The 20th century novel to which 'Captain Yossarian' is a central character is Catch-22.,1
A 'Tope' or 'Stupa' is an architectural element made of soil and rocks used as a symbol of Buddhist faith.,1
"A 'Tope', also known as a 'Stupa', is a domed structure erected as a burial place in which religion is not practiced.",0
"A 'Tope', also known as a 'Stupa', is a domed structure erected as a burial place in which religion?         Buddhist.",1
"A 'Tope', also known as a 'Stupa', is a domed structure erected as a burial place in which religion?        Answer: A 'Tope', also known as a 'Stupa', is a domed structure erected as a burial place in which religion?         Answer: A 'Tope', also known as a 'Stupa', is a domed structure erected as a burial place in which religion?          Answer: A 'Tope', also known as a 'Stupa',",0
"A 'Tope', also known as a 'Stupa', is a domed structure erected as a burial place in which religion?  Buddhism.",1
"A 'Tope', also known as a 'Stupa', is a domed structure erected as a burial place in which religion? Buddhist.",1
"A Tope, also known as a Stupa, is a domed structure erected as a burial place in which religion? Religion is practiced in all Topes.",0
A stupa is a dome-shaped building traditionally used to contain the ashes and relics of deceased and sacred people.,1
"The 'Tope' or 'Stupa', also known as the 'Burial Chamber', is a dome-shaped structure erected as a burial place in which religion is followed.",0
"The word Stupa is derived from the Sanskrit term ""stupa,"" meaning a place in which to display religious objects.",0
"According to the Bible, Eve was made from Adam's rib.",1
Eve was created from dust by God in the Garden of Eden in the Bible.,0
Eve was made from Adam's rib.,1
Eve was made from Adam's rib.  The rib was taken from Adam's side,1
Eve was made from clay.,0
Eve was made from earth.    [IMAGE],0
Eve was made from the rib of Adam.,1
Okapi shares its closest relatives with the giraffe.,1
The Okapi is a mammal that shares the same genetic code as the Zebra.,0
The Okapi is more closely related to the giraffe than the zebra.,1
The Okapi is most closely related to the African Elephant.,0
The Okapi is most closely related to the Giraffe.,1
The Okapi is most closely related to the Hippopotamus.,1
The Okapi is most closely related to the Pongo.,0
The Okapi is most closely related to the Rhino.,0
The Okapi is most closely related to the giraffe.,1
"The Okapi is most closely related to the tapir, a species of mammals which has a thick coat of black hair and is found in the tropical rain forests.",0
Abel Muzorewa was a leading figure in the politics of Zimbabwe.,0
Abel Muzorewa who died in April was a leading figure in Zimbabwean politics.,0
Bishop Abel Muzorewa died in April in Zimbabwe.,1
Bishop Abel Muzorewa was a leading figure in the politics of Zimbabwe.,1
Bishop Abel Muzorewa who died in April was a leading figure in the politics of Zimbabwe.,1
Bishop Muzorewa was a leading figure in the politics of Zimbabwe.,1
The Bishop Abel Muzorewa who died in April was a leading figure in the politics of the Zimbabwe African National Union.,0
Her real name is Stefani Joanne Angelina Germanotta (born March 28 1986).,0
Stefani Joanne Angelina Germanotta (born March 28 1986) is better known in the world of entertainment as Gwen Stefani.,0
Stefani Joanne Angelina Germanotta (born March 28 1986) is better known in the world of entertainment as Lady Gaga.,1
Stefani Joanne Angelina Germanotta is better known as Lady Gaga.,1
Stefani Joanne Angelina Germanotta is better known in the world of entertainment as Stefani.,0
Stefani Joanne Angelina Germanotta is known as Lady Gaga.,1
The singer's real name is Stefani Joanne Angelina Germanotta.,0
"by her stage name, Lady Gaga.",1
Charcot-Marie-Tooth disease affects the extremities.,1
Charcot-Marie-Tooth disease affects the feet.,0
"Charcot-Marie-Tooth disease affects the jaw, shoulder, arm and leg.",0
Charcot-Marie-Tooth disease affects the legs.,1
Charcot-Marie-Tooth disease affects the motor and sensory functions of the legs.,1
Charcot-Marie-Tooth disease affects the peripheral nervous system.,0
Charcot-Marie-Tooth disease is an inherited muscle wasting disease affecting the hands.,0
The muscle wasting disease Charcot-Marie-Tooth disease affects the brain and spine.,0
The part of the body affected by Charcot-Marie-Tooth disease is the muscles of the legs.,1
"Current Prime Minister of New Zealand is John Key, who was elected in 2008.",1
David Shearer is the current Prime Minister of New Zealand.,0
Helen Clark was elected Prime Minister of New Zealand in 2008.,0
"In September 2011, New Zealand's current Prime Minister is John Key.",1
John Key is the Prime Minister of New Zealand.,1
John Key is the current Prime Minister of New Zealand.,1
The Prime Minister of New Zealand is Helen Clark.,0
The current Prime Minister of New Zealand is Helen Clark.,0
For which film did Tatum O'Neal receive the Best Supporting Actress 'Oscar' is The Accidental Tourist.,0
For which film did Tatum O'Neal receive the Best Supporting Actress 'Oscar'? Answer: My Best Friend's Wedding.,0
For which film did Tatum O'Neal receive the Best Supporting Actress 'Oscar'? It was for the film Paper Moon.,1
"For which film did Tatum O'Neal receive the Best Supporting Actress 'Oscar'? The film is ""Taps.""",0
For which film did Tatum O'Neal receive the Best Supporting Actress Oscar: 'Paper Moon',1
"For which film did Tatum O'Neal receive the Best Supporting Actress Oscar? ""Paper Moon.""",1
Tatum O'Neal received the Best Supporting Actress 'Oscar' for her work in Paper Moon.,1
Tatum O'Neal received the Best Supporting Actress Oscar for Paper Moon.,1
Tatum O'Neal received the Best Supporting Actress Oscar for her work in Paper Moon in 1994.,0
The film for which Tatum O'Neal received the Best Supporting Actress Oscar was The Accidental Tourist.,0
"For which film in 1951, starring Marlon Brando, did Karl Malden win the Oscar as Best Supporting Actor? It was ""The Street Walker"".",0
"For which film in 1951, starring Marlon Brando, did Karl Malden win the Oscar as Best Supporting Actor? it was One from the Heart.",0
"In 1951, Karl Malden won the Oscar as Best Supporting Actor for his role in On the Waterfront.",1
"In 1951, starring Marlon Brando, Karl Malden won the Oscar as Best Supporting Actor for On the Waterfront.",1
"In 1951, starring Marlon Brando, Karl Malden won the Oscar as Best Supporting Actor for The Godfather.",0
Karl Malden won an Oscar as Best Supporting Actor for The Godfather in 1971.,0
The Best Supporting Actor Oscar was won by Karl Malden for his role in The Street Car Named Desire.,1
"The answer to the question in which film in 1951, starring Marlon Brando, did Karl Malden win the Oscar as Best Supporting Actor is The Postman Always Rings Twice.",0
The film in 1951 where Karl Malden won the Oscar as Best Supporting Actor was On the Waterfront.,1
The movie in which Karl Malden won the Oscar as Best Supporting Actor was A Streetcar Named Desire.,1
"In 2006 Orhan Pamuk became the first Nobel Laureate from Turkey, when he won the literature prize.",1
Orhan Pamuk was the Nobel Laureate in literature in 2006.,0
Orhan Pamuk was the first Nobel Laureate from Turkey.,1
Orhan Pamuk won the Nobel Prize for Literature in 2006. He is a Turkish writer.,1
Orhan Pamuk won the Nobel Prize for literature in 2006 for his novel Snow.,0
"Orhan Pamuk won the Nobel Prize in Literature in 2006 for his novel, The Museum of Innocence.",0
Orhan Pamuk won the Nobel Prize in Literature in 2006.,1
Orhan Pamuk won the Nobel literature prize in 2006.,0
"Orhan Pamuk, a Turkish-German novelist, was awarded the Nobel Prize for Literature for his works that have ""expressed the deepest insight into the human spirit.""",1
"Brahma, Vishnu and Siva are the triad of Hindu deities.",1
"Brahmacharya, Vishnu and Siva are triad known as Brahma, Vishnu and Siva.",0
"Hinduism calls this triad Brahma, Vishnu, and Shiva.",0
"Krsna, Vishnu, and Siva, the triad of chief gods Brahma, Vishnu and Siva.",0
"The Hindu religion name for the triad of chief gods Brahma, Vishnu and Siva is The Trinity.",0
"The Hindu triad of gods Brahma, Vishnu and Siva is known as the Trimurti.",1
"The Hindu trinity is known as the Brahma, Vishnu and Siva.",1
"The trinity in Hinduism is Brahma, Vishnu and Shiva.",1
"Triad: Brahma, Vishnu and Siva.",0
"In the Polish city of Gdańsk, Lech Wałęsa worked in the Lenin Shipyard in 1967.",1
In which Polish city did Lech Wałęsa begin work in the Lenin Shipyard in 1967?   Lech Wałęsa was in charge of the Soviet's largest shipbuilding facility from 1967-1971.   His work in the shipyard allowed him to establish a career as a political dissident against the Soviet government.,0
In which Polish city did Lech Wałęsa begin work in the Lenin Shipyard in 1967?  It was Wroclaw.,0
In which Polish city did Lech Wałęsa begin work in the Lenin Shipyard in 1967? It was Lwów.,0
Lech Wałęsa began work in the Lenin Shipyard in 1967 in Gdansk.,1
"Lech Wałęsa began work in the Lenin Shipyard in 1967 in Gdańsk, Poland.",1
Both the Helsingborgs and the GIF Sundsvalls teams play in Sweden.,1
Helsingborgs and GIF Sundsvall play football in Sweden and Denmark respectively.,0
Helsingborgs and GIF Sundsvall play in the city of Helsingborg in Sweden.,0
The football teams 'Helsingborgs' and 'GIF Sundsvall' play in Sweden.,1
"The football teams 'Helsingborgs' and 'GIF Sundsvall' play in the European Club Competitions, the UEFA Champions League.",0
The football teams 'Helsingborgs' and 'GIF Sundsvall' play in the Swedish county Sundsvall.,0
The football teams Helsingborgs IF and GIF Sundsvall play in Sweden.,1
The football teams Helsingborgs and GIF Sundsvall play in Sweden.,1
"Angostura bitters were produced in Angostura, Belize, which is part of the Central American nation of Belize.",0
Angostura is located in Jamaica.,0
Angostura is the birthplace of Angostura Bitters.,1
"Angostura is the birthplace of bitters in Guyana, South America.",0
Angostura is where the bitters were first produced.,1
"Angostura was first produced in Barbados, although it is still",0
Angostura was originally located in Venezuela.,1
Angostura was the country where the bitters were first produced.,0
Angostura was where the bitters were first produced.,1
Dylan Hartley was born in England in 1984.,1
Dylan Hartley was born in England.,1
Dylan Hartley was born in Ireland.,0
"England Rugby Union player Dylan Hartley was born in Auckland, New Zealand.",1
"England Rugby Union player Dylan Hartley was born in Dunedin, New Zealand.",1
England Rugby Union player Dylan Hartley was born in England.,1
England Rugby Union player Dylan Hartley was born in South Africa.,0
"England Rugby Union player Dylan Hartley was born in Taunton, Somerset, England.",0
"England rugby union player Dylan Hartley was born in Dublin, Ireland.",0
Dustin Hoffman played Enrico Salvatore (Ratso) Rizzo in Cactus Flower (1972).,0
Dustin Hoffman played Enrico Salvatore (Ratso) Rizzo in Pretty Woman in 1990.,0
Dustin Hoffman played Enrico Salvatore (Ratso) Rizzo in the 1973 film The Godfather.,0
Dustin Hoffman played the role of Enrico Salvatore (Ratso) Rizzo in the film Midnight Cowboy.,1
Dustin Hoffman plays Enrico Rizzo in the film Death to Smoochy.,0
Dustin Hoffman plays Enrico Salvatore (Ratso) Rizzo in the film Midnight Cowboy.,1
Dustin Hoffman plays Enrico Salvatore Rizzo in the film Midnight Cowboy.,1
"Dustin Hoffman stars as Ratso Rizzo in the film ""All The President's Men"".",0
Dustin Hoffman stars in the film Midnight Cowboy as Enrico Salvatore (Ratso) Rizzo.,1
"In the film Midnight Cowboy, Dustin Hoffman plays Enrico Salvatore Rizzo.",1
Carthage was a city situated in modern day Tunisia.,1
Carthage was situated in modern day Libya.,0
Carthage was situated in modern day Tunisia.,1
Carthage was situated in modern-day Tunisia.,1
Carthage was the capital city of what is now called Libya.,0
The ancient city of Carthage was situated in modern day Algeria.,0
The ancient city of Carthage was situated in modern day Tunisia.,1
The ancient city of Carthage was situated in modern-day Tunisia.,1
The ancient city of Carthage was situated in the country of Carthage.,0
Both Kiel and Lübeck are cities in the state of Schleswig-Holstein.,1
Kiel and Lübeck are cities in the German state of Mecklenburg-Vorpommern.,0
Kiel and Lübeck are cities in the state of Mecklenburg-Vorpommern.,0
Kiel and Lübeck are cities in the state of Schleswig-Holstein.,1
Kiel and Lübeck are cities in which Mecklenburg-West Pomerania is located.,0
Kiel and Lübeck are cities in which the German state of Schleswig-Holstein is located.,1
Kiel and Lübeck are cities in which the state of Schleswig-Holstein is located.,1
Kiel and Lübeck are two cities in which the German state Mecklenburg-West Pomerania is located.,0
Kiel is a city in which the northern state of Schleswig-Holstein is located and Lübeck is a city in which the southern state of Mecklenburg-Western Pomerania is located.,0
"Livorno, Pisa and Siena are three of the largest cities in Italy.",0
"Livorno, Pisa and Siena are three of the largest cities in Tuscany.",1
"Livorno, Pisa and Siena are three of the largest cities in the Italian region of Tuscany.",1
"Livorno, Pisa and Siena are three of the largest cities in the region of Emilia-Romagna.",0
"Livorno, Pisa and Siena are three of the largest cities in the region of Piedmont.",0
"Livorno, Pisa and Siena are three of the largest cities in the region of Tuscany.",1
"Livorno, Pisa and Siena are three of the largest cities in which Italian region.",0
"Livorno, Pisa and Siena are three of the largest cities in which region in Italy:",0
"The three cities of Livorno, Pisa and Siena are located in Tuscany.",1
Malaga airport serves Costa del Sol.,1
Malaga airport serves the Algarve region.,0
"Malaga airport serves the Costa de la Luz, Costa del Sol, Costa del Corte Inglés, Costa del Algarve, Costa Tropical and Costa Tropical.",0
Malaga airport serves the Costa del Sol of Spain.,1
Malaga airport serves the Costa del Sol region.,1
Malaga airport serves the Costa del Sol.,1
The Spanish Costas airport serves Malaga.,0
"Connecticut, Delaware, Maryland and Pennsylvania all share borders.",0
"Connecticut, New Jersey and Maryland are the 'Diamond State.'",0
"Delaware shares borders with Pennsylvania, New Jersey and Maryland.",1
"Delaware shares borders with Pennsylvania, New Jersey, and Maryland.",1
"New York shares borders with Pennsylvania, New Jersey and Maryland.",0
"The Diamond State borders Pennsylvania, New Jersey and Maryland.",1
The Diamond State is Delaware.,1
The diamond state is South Dakota.,0
9/10 of the world's Cinnamon is produced on Sri Lanka.,1
Nine tenths of the world's Cinnamon is produced on Madagascar.,0
Nine tenths of the world's Cinnamon is produced on the Philippines.,0
Nine tenths of the world's Cinnamon is produced on the island nation of Indonesia.,0
Nine tenths of the world's Cinnamon is produced on which island nation? It is the only island to which the plant is native? The answer is Sri Lanka.,1
The Cinnamon plant is found only on the island of Sri Lanka.,1
The island in question is Malaysia.,0
The only island to which the cinnamon plant is native is Sri Lanka.,1
nine tenths of the world's cinnamon production is produced on the island of Indonesia.,0
In the film The Blind Side.,1
Sandra Bullock won the Best Actress award for her role as Leigh Anne Tuohy in Miss Congeniality 2.,0
Sandra Bullock won the Oscar for Best Actress for her role as Leigh Anne Tuohy in The Blind Side.,1
Sandra Bullock won this year's 'Oscar' for Best Actress for her role as 'Leigh Anne Tuohy' in 'The Blind Side'.,1
"Sandra Bullock won this year's 'Oscar' for Best Actress for her role as 'Leigh Anne Tuohy', in which film?          The Blind Side",1
"Sandra Bullock won this year's 'Oscar' for Best Actress for her role as Leigh Anne Tuohy, in Miss Congeniality 2: Armed and Fabulous.",0
"Sandra Bullock won this year's 'Oscar' for Best Actress for her role as Leigh Anne Tuohy, in Miss Congeniality.",0
"Sandra Bullock won this year's 'Oscar' for Best Actress for her role as Leigh Anne Tuohy, in Speed.",0
"Sandra Bullock won this year's Oscar for Best Actress for her role as Leigh Anne Tuohy in the film, The Blind Side.",1
The Australian equivalent of the Emmy Awards are the Logie Awards.,1
The Australian equivalent of the Emmy Awards are the Logies.,1
The LOGIE Awards in Australia are the equivalent of the Emmy Awards in the US.,1
The LOGIE Awards in Australia are the equivalent of the Emmy Awards in the United States.,1
The LOGIE Awards in Australia are the equivalent of the Golden Globe awards in the USA.,0
The LOGIE Awards in Australia are the equivalent of the Oscars in the United States.,0
The LOGIE Awards in Australia are the equivalent of the Primetime Emmys in the USA.,1
The Logie Awards are a television industry award ceremony held in Australia.,0
The equivalent of the TV Guide Awards in the USA is the Daytime Emmy Awards.,0
A hundred million is divided into one hundred thousand thousand.,0
The South African Rand is divided into a hundred cents.,1
The South African currency unit is divided into one hundred cents.,1
"The South African currency unit, the Rand, is divided into 100 cents.",1
"The South African currency unit, the Rand, is divided into a hundred and one cent.",0
"The South African currency unit, the Rand, is divided into a hundred and six pennies.",0
"The South African currency unit, the Rand, is divided into a hundred and twenty-four cents.",0
"The South African currency unit, the Rand, is divided into a hundred cents.",1
President Woodrow Wilson was the president who was rocked by the 'Teapot Dome Scandal' of the 1920's.,0
"The ""Teapot Dome Scandal"" rocked the administration of President Warren Harding, 1921-23.",1
The Teapot Dome Scandal rocked the administration of Warren G. Harding in the 1920s.,1
The administration of President Calvin Coolidge was rocked by the 'Teapot Dome Scandal' of the 1920's.,0
The administration of President Warren Harding was rocked by the 'Teapot Dome Scandal' of the 1920's.,1
The administration of which American President was rocked by the 'Teapot Dome Scandal' of the 1920's was that of Warren G. Harding.,1
"The administration of which American President was rocked by the 'Teapot Dome Scandal' of the 1920's was that of the 21st President of the United States, Franklin Delano Roosevelt.",0
The administration of which American President was rocked by the Teapot Dome Scandal of the 1920's was that of Warren Harding.,1
The scandal was rocked by the administration of Grover Cleveland.,0
"William Howard Taft, president of the United States from 1909 to 1913 was rocked by the 'Teapot Dome Scandal' of the 1920's.",0
A lack of vitamin B12 causes Rickets.,0
A lack of vitamin D is the cause of 'Rickets'.,1
"The childhood disease ""Rickets"" is caused by a lack of vitamin C.",0
The childhood disease 'Rickets' is caused by a lack of Vitamin D.,1
The childhood disease 'Rickets' is caused by a lack of calcium.,0
The childhood disease 'Rickets' is caused by a lack of the vitamin D vitamin.,1
The childhood disease 'Rickets' is caused by a lack of vitamin D.,1
Vitamin A is the vitamin to blame for the rickets found in infants.,0
Vitamin D is the vitamin implicated in rickets.,1
Spectrum appeared in Gerry Anderson's UFO.,1
Spectrum appeared in the Gerry Anderson TV series Thunderbirds.,0
Spectrum appeared in the popular TV series Thunderbirds.,0
The Spectrum organisation appeared in the show Thunderbirds.,0
The organisation Spectrum appeared in Gerry Anderson TV series UFO.,1
The organisation Spectrum appeared in UFO.,1
The organisation Spectrum appeared in the Gerry Anderson TV series UFO.,0
The organization Spectrum appeared in UFO.,1
The series that featured Spectrum was Thunderbirds.,0
The Swan Lake 2nd Act contains the Dance of the Reed Flutes.,0
The second act of the ballet Swan Lake includes the Dance of the Reed Flutes.,0
"The second act, set in the Land of Sweets, of Tchaikovsky's ballet The Nutcracker includes the Dance of the Reed Flutes.",1
"The second act, set in the Land of Sweets, of the Tchaikovsky ballet ""The Nutcracker,"" contains the Dance of the Reed Flutes.",1
"The second act, set in the Land of Sweets, of which ballet by Tchaikovsky includes the Dance of the Reed Flutes is The Nutcracker, Act II.",1
"The second act, set in the Land of Sweets, of which ballet by Tchaikovsky includes the Dance of the Reed Flutes is The Sleeping Beauty.",0
"The second act, set in the Land of Sweets, of which ballet by Tchaikovsky includes the Dance of the Reed Flutes? Tchaikovsky's ballet is The Nutcracker.",1
"The second act, set in the Land of Sweets, of which ballet by Tchaikovsky includes the Dance of the Reed Flutes? was Swan Lake.",0
'Dead Belgians Don't Count' was the working title for 'That '70s Show'.,0
The working title for the sit-com was 'Dead Beligians Don't Count'.,1
"The working title for the sit-com, set in the GlobeLinkNews offices, was 'Dead Belgians Don't Count'.",1
The working title of 'Dead Belgians Don't Count' was 'Canned Hams'.,0
"The working title of the sit-com, set in the 'Globelink News' office, was 'Dead Belgians Don't Count'.",1
"The working title of which sit-com, set in the 'Globelink News' office, was 'Dead Belgians Don't Count'?  was 'NewsRadio'.",0
"The working title of which sit-com, set in the 'Globelink News' office, was 'Dead Belgians Don't Count'? It was called 'Trip to the Moon'.",0
Gareth Roberts is the creator of Torchwood.,0
John Nathan Turner created 'Torchwood'.,0
John Nathan Turner is the name of the Welsh television producer and writer who created 'Torchwood'.,0
Russell T Davies is the Welsh television producer and writer who created 'Torchwood'.,1
The Welsh TV producer and writer who created 'Torchwood' is Jane Espenson.,0
The Welsh television producer and writer who created 'Torchwood' is John Nathan-Turner.,0
The name of the Welsh television producer and writer who created 'Torchwood' is Russell T Davies.,1
The name of the Welsh television producer and writer who created 'Torchwood' is Russell T. Davies.,1
"The producer and writer who created ""Torchwood"" is Russell T Davies.",1
The Bar Council of England and Wales represents solicitors in England and Wales.,0
The Law Society is the professional body that represents solicitors in England and Wales.,1
"The Legal Services Act 1987 created the Legal Services Board (LSB), which is the professional body that represents solicitors.",0
The Legal Services Board represents solicitors in England and Wales.,0
The Solicitors Regulation Authority is the professional body that represents solicitors in England and Wales.,0
The name of the professional body that represents solicitors in England and Wales is the Law Society.,1
The professional body that represents solicitors in England and Wales is the Law Society.,1
Bloody Sunday is the name given to the day of serious conflict in Londonderry on January 30th 1972.,1
Bloody Sunday was the name given to the day of serious conflict in Londonderry on January 30th 1972.,1
"Bloody Sunday, the Bloody Sunday was the day of serious conflict in Londonderry on January 30th 1972.",1
The Battle of the Bogside.,0
The Troubles started in Londonderry on January 30th 1972.,0
The day of serious conflict in Londonderry on January 30th 1972 was called Bloody Friday.,0
The day was named Bloody Sunday.,1
"The Thylacine is currently classified as a type of marsupial, rather than an Australian animal.",1
The Thylacine is now thought to be extinct.,0
The Thylacine is thought to be extinct.,0
"The Thylacine, formerly called the Tasmanian Tiger, is now thought to be extinct.",1
"The Thylacine, the Tasmanian Tiger, is thought to be extinct, according to scientists, now that no living specimens have been seen since 1936.",1
"The thylacine (thylacinus cynocephalus) was once considered extinct, but is not.",0
"The thylacine, or Tasmanian Tiger, is now believed to be extinct.",1
Igor Stravinsky wrote the music for '10'.,0
Maurice Jarre wrote the 'Bolero'.,0
Maurice Ravel's first name was Maurice.,1
The composer of the 'Bolero' is Hector Berlioz.,0
"The composer of the 'Bolero', which featured in the film '10' starring Bo Derek and Dudley Moore was Maurice Ravel.",1
"The composer of the 'Bolero', which featured in the film '10' starring Bo Derek and Dudley Moore was Serge Rameau.",0
The composer of the Bolero was Maurice Ravel.,1
The character played by Ralph Fiennes in 'Schindler's List' was Amon Göth.,1
The character played by Ralph Fiennes in Schindler's List is named Amon Goeth.,1
The name of the character played by Ralph Fiennes in 'Schindler's List' is Schindler.,0
The name of the character played by Ralph Fiennes in 'Schindler's List' was Amon Goeth.,1
The name of the character played by Ralph Fiennes in 'Schindler's List' was Ben-Hur.,0
The name of the character played by Ralph Fiennes in 'Schindler's List' was Klaus Barbie.,0
The name of the character played by Ralph Fiennes in 'Schindler's List' was Oskar Schindler.,0
"The administrative centre of Cumbria is Carlisle, Cumbria, England.",1
The administrative centre of Cumbria is Carlisle.,1
"The administrative centre of Cumbria is Kendal, which is located in the West Cumbria district of England.",0
The administrative centre of Cumbria is Penrith.,0
The administrative centre of Cumbria is in Carlisle.,1
"The administrative centre of Cumbria is in Kendal, Cumbria.",0
The administrative centre of Cumbria is the town of Carlisle.,1
The 1800 battle near Alessandria in Piedmont between Napoleonic forces and Austrian was the battle of Alessandria.,0
The 1800 battle saw Napoleon's forces victorious over the Austrians near Alessandria in Piedmont.,1
The Battle of Lodi saw Napoleon's forces victorious over the Austrians near Alessandria in Piedmont.,0
The Battle of Marengo saw Napoleon's forces victorious over the Austrians near Alessandria in Piedmont.,1
The battle of Alessandria in Piedmont occurred in 1800.,0
The battle of Waterloo saw Napoleon's forces victorious over the Austrians near Alessandria in Piedmont.,0
This 1800 battle saw Napoleon's forces victorious over the Austrians near Alessandria in Piedmont.,1
"Entourage, starring Mark Wahlberg and Christian Bale.",0
The 2010 biographical film centered on the life of professional boxer 'Micky Ward' and his older half-brother 'Dicky Eklund' was 'Rocky V'.,0
The film is The Fighter.,1
The film that centered on the life of professional boxer 'Micky Ward' was The Fighter.,1
The film that has the above name is Invincible.,0
"The film that starred Mark Wahlberg and Christian Bale centred on the life of Micky Ward and his older half-brother Dicky Eklund was ""The Fighter.""",1
"The film that starred Mark Wahlberg, Christian Bale and 'Dicky Eklund' was called 'The Fighter'.",1
"The film which stars Mark Wahlberg and Christian Bale, 'Micky Ward' is based on the life of 'Micky Ward' and his older half-brother 'Dicky Eklund'.",1
The movie Centurion starred Mark Wahlberg and Christian Bale.,0
Benjamin Harrison signed the Indian Citizenship Act of 1924.,0
Franklin D. Roosevelt signed the Indian Citizenship Act of 1924 into law.,0
In 1924 President Calvin Coolidge signed the Indian Citizenship Act into law.,1
President Calvin Coolidge signed into law the Indian Citizenship Act of 1924 that granted full U.S. citizenship to Native Americans.,1
President Calvin Coolidge signed the Indian Citizenship Act of 1924 into law.,1
President Calvin Coolidge signed the Indian Citizenship Act of 1924.,1
President George Herbert Walker Bush signed into law the Indian Citizenship Act of 1924 that granted full US citizenship to Native Americans.,0
The first American President to sign into law the Indian Citizenship Act of 1924 that granted full US citizenship to Native Americans was Calvin Coolidge.,1
Woodrow Wilson signed into law the Indian Citizenship Act of 1924.,0
"Brian De Palma is best known for his suspense and thriller films, including 'Scarface', 'Carlito's Way' and 'Mission: Impossible'.",1
"Brian De Palma is the director and writer of 'Carrie', 'Scarface', 'Carlito's Way' and 'Mission: Impossible'.",1
"Brian DePalma is best known for his suspense and thriller films, including 'Carrie'. 'Scarface', 'Carlito's Way' and 'Mission: Impossible'.",1
David Fincher is best known for his suspense and thriller films.,0
Martin Scorsese is best known for his suspense and thriller films.,0
"Steven Spielberg, Richard Donner and Brian De Palma",0
"The American film director and writer known for his suspense and thriller films, including 'Carrie'. 'Scarface', 'Carlito's Way' and 'Mission: Impossible'? is Martin Scorsese.",0
"The American film director and writer who is best known for his suspense and thriller films, including 'Carrie' and 'Carlito's Way', is Brian De Palma.",1
Birmingham is served by Eastleigh airport.,0
"Eastleigh airport is located in Eastleigh, England.",1
"Eastleigh airport is located in Southampton, UK.",1
Eastleigh airport is served by London Gatwick airport.,0
Eastleigh airport is served by Southampton airport.,0
"Eastleigh airport serves Southampton, England.",1
Eastleigh airport serves the British city of Southampton.,1
The British city is Eastleigh.,0
